qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
13,,,0.444806493,0.339912281,0.529100529,0.314868805,0.495384615,0.521613833,0.386363636,0.518518519,0.590361446,0.43125,0.374269006,0.41011236,0.246533128,0.838926174,0.6,0.585526316,0.49790795,0.411764706,0.358267717,0.877076412,0.56097561,0.1278826,0.024096386,0.931707317,0.553191489
13,,Unfavorable,507.8380752,269,239,203,148,155,26,60,62,87,101,98,455,26,27,44,103,195,156,27,76,388,463,10,28
13,,,0.49690614,0.589912281,0.421516755,0.591836735,0.455384615,0.446685879,0.590909091,0.37037037,0.373493976,0.54375,0.590643275,0.550561798,0.701078582,0.087248322,0.36,0.289473684,0.430962343,0.546218487,0.614173228,0.089700997,0.370731707,0.813417191,0.929718876,0.024390244,0.29787234
13,,Don't know,59.56968908,32,28,32,16,11,1,18,6,4,6,7,34,22,3,19,17,15,7,10,14,28,23,18,14
13,,,0.058287367,0.070175439,0.049382716,0.093294461,0.049230769,0.031700288,0.022727273,0.111111111,0.036144578,0.025,0.035087719,0.039325843,0.05238829,0.073825503,0.04,0.125,0.071129707,0.042016807,0.027559055,0.033222591,0.068292683,0.05870021,0.046184739,0.043902439,0.14893617
14,Do you have a favorable or unfavorable impression of Brian Kemp?,Favorable,517.2487845,270,247,207,138,170,24,68,71,95,87,100,435,58,24,52,99,201,156,40,93,365,431,50,31
14,,,0.506114271,0.593406593,0.43639576,0.605263158,0.425925926,0.488505747,0.558139535,0.419753086,0.43030303,0.59375,0.50877193,0.561797753,0.670261941,0.194630872,0.32,0.342105263,0.4125,0.56302521,0.611764706,0.133333333,0.455882353,0.765199161,0.863727455,0.12195122,0.326315789
14,,Unfavorable,402.8787971,145,258,88,153,157,19,82,71,58,71,64,157,205,41,75,112,128,80,231,93,64,27,317,49
14,,,0.394206259,0.318681319,0.455830389,0.257309942,0.472222222,0.451149425,0.441860465,0.50617284,0.43030303,0.3625,0.415204678,0.359550562,0.241910632,0.687919463,0.546666667,0.493421053,0.466666667,0.358543417,0.31372549,0.77,0.455882353,0.134171908,0.054108216,0.773170732,0.515789474
14,,Don't know,101.8724184,40,61,47,33,21,0,12,23,7,13,14,57,35,10,25,29,28,19,29,18,48,41,43,15
14,,,0.09967947,0.087912088,0.107773852,0.137426901,0.101851852,0.060344828,0,0.074074074,0.139393939,0.04375,0.076023392,0.078651685,0.087827427,0.117449664,0.133333333,0.164473684,0.120833333,0.078431373,0.074509804,0.096666667,0.088235294,0.100628931,0.082164329,0.104878049,0.157894737
15,Do you have a favorable or unfavorable impression of Raphael Warnock?,Favorable,497.7847864,182,316,117,176,200,17,84,100,68,77,90,196,254,48,93,125,165,105,259,133,87,45,381,62
15,,,0.487069263,0.399122807,0.557319224,0.342105263,0.543209877,0.574712644,0.386363636,0.518518519,0.606060606,0.425,0.450292398,0.505617978,0.302003082,0.852348993,0.64,0.61589404,0.523012552,0.464788732,0.411764706,0.863333333,0.648780488,0.182773109,0.090180361,0.931540342,0.652631579
15,,Unfavorable,453.375629,243,211,190,126,135,23,59,59,86,86,81,416,15,22,35,96,173,140,27,56,359,419,7,23
