qnum,Question,Responses,Total,Male,Female,High School or less,Some college,Vocational/Tech. School,College Graduate,Graduate Study,"$Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Democrat,Independent,Republican,2016 presidential vote: Trump,2016 presidential vote: Clinton,2016 presidential vote: Johnson,2016 presidential vote: other,2016 presidential vote: Did not vote
10,,,0.17061833,0.134736842,0.202531646,0.253846154,0.179487179,0.295081967,0.156593407,0.097014925,0.25,0.219101124,0.168421053,0.166666667,0.134502924,0.078947368,0.159235669,0.15210356,0.3,0.240740741,0.224637681,0.127423823,0.09478673,0.11971831,0.239669421,0.171084337,0.191588785,0.114606742,0.285714286,0.1875,0.25862069
11,Do you have a favorable or unfavorable impression of Senator Johnny Isakson?,Favorable,482.3566438,242,240,60,93,34,169,125,30,86,75,82,83,92,330,126,27,69,97,187,124,148,57,254,257,166,4,22,25
11,,,0.469393124,0.509473684,0.434782609,0.458015267,0.476923077,0.548387097,0.465564738,0.46641791,0.508474576,0.480446927,0.396825397,0.503067485,0.485380117,0.484210526,0.524642289,0.40776699,0.3,0.425925926,0.352727273,0.51800554,0.587677725,0.348235294,0.47107438,0.612048193,0.60046729,0.372197309,0.2,0.458333333,0.438596491
11,,Unfavorable,272.1371086,120,152,29,52,9,93,88,18,42,52,41,43,61,142,104,26,42,78,96,52,172,25,59,62,172,10,10,10
11,,,0.264823319,0.252631579,0.275362319,0.221374046,0.266666667,0.14516129,0.256198347,0.328358209,0.305084746,0.234636872,0.275132275,0.251533742,0.251461988,0.321052632,0.225755167,0.336569579,0.288888889,0.259259259,0.283636364,0.265927978,0.246445498,0.404705882,0.20661157,0.142168675,0.144859813,0.385650224,0.5,0.208333333,0.175438596
11,,Don't know ,273.1238652,113,160,42,50,19,101,55,11,51,62,40,45,37,157,79,37,51,100,78,35,105,39,102,109,108,6,16,22
11,,,0.265783557,0.237894737,0.289855072,0.320610687,0.256410256,0.306451613,0.278236915,0.205223881,0.186440678,0.284916201,0.328042328,0.245398773,0.263157895,0.194736842,0.249602544,0.25566343,0.411111111,0.314814815,0.363636364,0.216066482,0.165876777,0.247058824,0.32231405,0.245783133,0.254672897,0.242152466,0.3,0.333333333,0.385964912
12,Do you have a favorable or unfavorable impression of Governor Brian Kemp?,Favorable,557.3504995,277,280,79,111,44,204,117,29,91,102,85,115,92,422,93,42,81,128,211,129,85,73,373,383,104,13,23,27
12,,,0.542371491,0.583157895,0.507246377,0.607692308,0.569230769,0.721311475,0.561983471,0.436567164,0.491525424,0.508379888,0.536842105,0.524691358,0.67251462,0.486772487,0.671974522,0.300970874,0.461538462,0.5,0.463768116,0.584487535,0.611374408,0.199530516,0.603305785,0.896634615,0.894859813,0.234234234,0.619047619,0.479166667,0.465517241
12,,Unfavorable,370.1073641,156,214,39,65,11,126,127,21,69,71,61,43,85,159,178,33,75,111,119,62,291,34,23,17,294,7,20,22
12,,,0.360160587,0.328421053,0.387681159,0.3,0.333333333,0.180327869,0.347107438,0.473880597,0.355932203,0.38547486,0.373684211,0.37654321,0.251461988,0.44973545,0.253184713,0.57605178,0.362637363,0.462962963,0.402173913,0.329639889,0.293838863,0.683098592,0.280991736,0.055288462,0.039719626,0.662162162,0.333333333,0.416666667,0.379310345
12,,Don't know ,100.1597541,42,58,12,19,6,33,24,9,19,17,16,13,12,47,38,16,6,37,31,20,50,14,20,28,46,1,5,9
12,,,0.097467922,0.088421053,0.105072464,0.092307692,0.097435897,0.098360656,0.090909091,0.089552239,0.152542373,0.106145251,0.089473684,0.098765432,0.076023392,0.063492063,0.074840764,0.122977346,0.175824176,0.037037037,0.134057971,0.085872576,0.09478673,0.117370892,0.115702479,0.048076923,0.065420561,0.103603604,0.047619048,0.104166667,0.155172414
13,Do you have a favorable or unfavorable impression of Senator David Perdue?,Favorable,506.5190685,260,247,74,105,42,175,107,27,93,78,85,98,83,365,102,40,84,114,185,116,92,65,331,343,98,8,26,24
13,,,0.492906174,0.546218487,0.446654611,0.569230769,0.538461538,0.677419355,0.480769231,0.400749064,0.457627119,0.519553073,0.412698413,0.527950311,0.569767442,0.436842105,0.581210191,0.329032258,0.444444444,0.518518519,0.413043478,0.512465374,0.549763033,0.216470588,0.532786885,0.795673077,0.801401869,0.220224719,0.4,0.541666667,0.413793103
13,,Unfavorable,348.1195509,146,203,33,58,14,122,120,22,58,67,51,49,83,158,165,25,36,110,127,72,259,34,32,28,272,8,15,15
13,,,0.338763704,0.306722689,0.367088608,0.253846154,0.297435897,0.225806452,0.335164835,0.449438202,0.372881356,0.324022346,0.354497354,0.316770186,0.284883721,0.436842105,0.251592357,0.532258065,0.277777778,0.222222222,0.398550725,0.351800554,0.341232227,0.609411765,0.278688525,0.076923077,0.065420561,0.611235955,0.4,0.3125,0.25862069
13,,Don't know ,172.9789982,70,103,23,32,6,67,40,10,28,44,25,25,24,105,43,25,42,52,49,23,74,23,53,57,75,4,7,19
13,,,0.168330121,0.147058824,0.186256781,0.176923077,0.164102564,0.096774194,0.184065934,0.149812734,0.169491525,0.156424581,0.232804233,0.155279503,0.145348837,0.126315789,0.167197452,0.138709677,0.277777778,0.259259259,0.188405797,0.135734072,0.109004739,0.174117647,0.18852459,0.127403846,0.13317757,0.168539326,0.2,0.145833333,0.327586207
14,"If the 2020 presidential election were held today, how would you vote if the candidates were Republican Donald Trump and Democrat Joe Biden? ",Trump,436.888908,233,204,71,101,39,150,74,19,68,84,68,86,75,384,22,31,57,97,166,109,6,43,364,392,9,6,5,21
14,,,0.425147351,0.490526316,0.369565217,0.550387597,0.517948718,0.629032258,0.412087912,0.276119403,0.327586207,0.379888268,0.442105263,0.417177914,0.5,0.394736842,0.611464968,0.071197411,0.344444444,0.351851852,0.352727273,0.458563536,0.516587678,0.014117647,0.355371901,0.875,0.91588785,0.020224719,0.3,0.106382979,0.368421053
14,,Biden,524.8184461,201,324,49,87,18,190,178,37,108,99,73,82,99,212,268,45,93,160,174,95,407,55,33,22,419,7,32,29
14,,,0.510713749,0.423157895,0.586956522,0.379844961,0.446153846,0.290322581,0.521978022,0.664179104,0.637931034,0.603351955,0.521052632,0.447852761,0.476744186,0.521052632,0.337579618,0.867313916,0.5,0.574074074,0.581818182,0.480662983,0.450236967,0.957647059,0.454545455,0.079326923,0.051401869,0.941573034,0.35,0.680851064,0.50877193
14,,Other candidate,31.66706012,21,10,4,6,4,10,8,0,3,6,11,1,9,14,15,2,9,8,12,2,9,14,7,4,13,4,8,3
14,,,0.030815996,0.044210526,0.018115942,0.031007752,0.030769231,0.064516129,0.027472527,0.029850746,0,0.016759777,0.031578947,0.067484663,0.005813953,0.047368421,0.022292994,0.048543689,0.022222222,0.055555556,0.029090909,0.033149171,0.009478673,0.021176471,0.115702479,0.016826923,0.009345794,0.029213483,0.2,0.170212766,0.052631579
14,,Will not vote,8.207118896,5,3,0,0,0,6,2,1,0,0,4,1,2,5,0,3,3,1,3,1,1,1,6,2,1,3,1,1
14,,,0.007986549,0.010526316,0.005434783,0,0,0,0.016483516,0.007462687,0.017241379,0,0,0.024539877,0.005813953,0.010526316,0.007961783,0,0.033333333,0.018518519,0.003636364,0.008287293,0.004739336,0.002352941,0.008264463,0.014423077,0.004672897,0.002247191,0.15,0.021276596,0.01754386
14,,Don't know,26.03608449,15,11,5,1,1,8,6,1,0,1,7,2,5,13,4,9,0,9,7,4,2,8,6,8,3,0,1,3
14,,,0.025336355,0.031578947,0.019927536,0.03875969,0.005128205,0.016129032,0.021978022,0.02238806,0.017241379,0,0.005263158,0.042944785,0.011627907,0.026315789,0.020700637,0.012944984,0.1,0,0.032727273,0.019337017,0.018957346,0.004705882,0.066115702,0.014423077,0.018691589,0.006741573,0,0.021276596,0.052631579
15,"If the 2020 presidential election were held today, how would you vote if the candidates were Republican Donald Trump and Democrat Bernie Sanders?",Trump,448.3537024,236,213,73,101,35,163,75,16,73,85,65,88,82,391,24,34,63,101,167,110,8,46,371,392,21,6,5,21
15,,,0.436304025,0.495798319,0.38517179,0.561538462,0.517948718,0.564516129,0.447802198,0.278810409,0.271186441,0.407821229,0.44973545,0.401234568,0.511627907,0.431578947,0.623604466,0.077170418,0.373626374,0.388888889,0.364620939,0.462603878,0.523809524,0.018823529,0.380165289,0.893975904,0.91588785,0.047191011,0.3,0.104166667,0.362068966
15,,Sanders,487.8021848,198,290,48,84,23,167,164,39,98,91,76,71,89,190,258,40,90,155,158,82,388,51,19,20,392,5,30,31
15,,,0.474692314,0.415966387,0.524412297,0.369230769,0.430769231,0.370967742,0.458791209,0.609665428,0.661016949,0.547486034,0.481481481,0.469135802,0.412790698,0.468421053,0.303030303,0.829581994,0.43956044,0.555555556,0.559566787,0.43767313,0.39047619,0.912941176,0.421487603,0.045783133,0.046728972,0.880898876,0.25,0.625,0.534482759
15,,Other candidate,41.05107732,21,20,5,5,1,11,19,1,4,9,11,5,10,24,15,2,6,10,14,11,16,12,11,6,20,4,8,2
15,,,0.039947814,0.044117647,0.036166365,0.038461538,0.025641026,0.016129032,0.03021978,0.07063197,0.016949153,0.022346369,0.047619048,0.067901235,0.029069767,0.052631579,0.038277512,0.048231511,0.021978022,0.037037037,0.036101083,0.038781163,0.052380952,0.037647059,0.099173554,0.026506024,0.014018692,0.04494382,0.2,0.166666667,0.034482759
15,,Will not vote,24.65430724,8,17,0,4,1,14,6,1,4,2,4,6,4,13,6,6,3,2,15,3,9,5,10,3,8,4,4,2
15,,,0.023991713,0.016806723,0.03074141,0,0.020512821,0.016129032,0.038461538,0.022304833,0.016949153,0.022346369,0.010582011,0.024691358,0.034883721,0.021052632,0.020733652,0.019292605,0.065934066,0.018518519,0.007220217,0.041551247,0.014285714,0.021176471,0.041322314,0.024096386,0.007009346,0.017977528,0.2,0.083333333,0.034482759
15,,Don't know,25.75634583,13,13,4,1,2,9,5,2,0,2,6,2,5,9,8,9,0,9,7,4,4,7,4,7,4,1,1,2
15,,,0.025064134,0.027310924,0.023508137,0.030769231,0.005128205,0.032258065,0.024725275,0.018587361,0.033898305,0,0.010582011,0.037037037,0.011627907,0.026315789,0.014354067,0.025723473,0.098901099,0,0.032490975,0.019390582,0.019047619,0.009411765,0.05785124,0.009638554,0.01635514,0.008988764,0.05,0.020833333,0.034482759
16,"If the 2020 presidential election were held today, how would you vote if the candidates were Republican Donald Trump and Democrat Elizabeth Warren?",Trump,452.0729764,242,210,73,103,35,168,72,18,78,85,66,88,79,397,27,28,63,101,171,110,12,48,371,393,20,7,9,20
16,,,0.439923342,0.510548523,0.380434783,0.557251908,0.528205128,0.564516129,0.462809917,0.267657993,0.3,0.433333333,0.447368421,0.409937888,0.514619883,0.415789474,0.63015873,0.087096774,0.311111111,0.388888889,0.365942029,0.473684211,0.518867925,0.028235294,0.396694215,0.893975904,0.918224299,0.04494382,0.35,0.1875,0.350877193
16,,Warren,487.261944,190,297,44,82,20,167,172,38,94,90,69,75,97,192,250,46,84,150,163,88,386,51,21,18,401,4,26,28
16,,,0.474166592,0.400843882,0.538043478,0.335877863,0.420512821,0.322580645,0.460055096,0.639405204,0.633333333,0.522222222,0.473684211,0.428571429,0.438596491,0.510526316,0.304761905,0.806451613,0.511111111,0.518518519,0.543478261,0.451523546,0.41509434,0.908235294,0.421487603,0.05060241,0.042056075,0.901123596,0.2,0.541666667,0.49122807
16,,Other candidate,36.46893488,18,18,4,6,4,9,14,0,6,10,12,3,5,16,20,1,12,8,12,5,13,13,8,4,14,4,9,5
16,,,0.035488818,0.037974684,0.032608696,0.030534351,0.030769231,0.064516129,0.024793388,0.05204461,0,0.033333333,0.052631579,0.074534161,0.01754386,0.026315789,0.025396825,0.064516129,0.011111111,0.074074074,0.028985507,0.033240997,0.023584906,0.030588235,0.107438017,0.019277108,0.009345794,0.031460674,0.2,0.1875,0.087719298
16,,Will not vote,18.45562596,8,10,2,1,1,11,3,3,1,0,4,3,4,11,3,5,3,2,8,4,6,2,9,4,4,3,3,1
16,,,0.017959624,0.016877637,0.018115942,0.015267176,0.005128205,0.016129032,0.03030303,0.011152416,0.05,0.005555556,0,0.02484472,0.01754386,0.021052632,0.017460317,0.009677419,0.055555556,0.018518519,0.007246377,0.022160665,0.018867925,0.014117647,0.016528926,0.021686747,0.009345794,0.008988764,0.15,0.0625,0.01754386
16,,Don't know,33.35813644,16,17,8,3,2,8,8,1,1,5,10,2,5,14,10,10,0,15,7,5,8,7,6,9,6,2,1,3
16,,,0.032461624,0.033755274,0.030797101,0.061068702,0.015384615,0.032258065,0.022038567,0.029739777,0.016666667,0.005555556,0.026315789,0.062111801,0.011695906,0.026315789,0.022222222,0.032258065,0.111111111,0,0.054347826,0.019390582,0.023584906,0.018823529,0.05785124,0.014457831,0.021028037,0.013483146,0.1,0.020833333,0.052631579
17,"If the 2020 presidential election were held today, how would you vote if the candidates were Republican Donald Trump and Democrat PeteButtigieg?",Trump,443.1402278,240,204,72,103,35,160,72,17,72,87,69,86,74,382,31,31,60,93,168,114,16,43,363,381,23,6,10,20
17,,,0.431230664,0.504201681,0.369565217,0.553846154,0.525510204,0.573770492,0.43956044,0.268656716,0.288135593,0.402234637,0.455497382,0.428571429,0.5,0.391534392,0.609250399,0.1,0.348314607,0.37037037,0.336956522,0.466666667,0.54028436,0.037647059,0.355371901,0.872596154,0.890186916,0.051685393,0.285714286,0.212765957,0.344827586
17,,Buttigieg,471.3368977,181,290,44,77,18,160,169,37,90,85,64,71,100,195,237,39,81,150,157,81,368,54,23,22,376,9,24,29
17,,,0.458669538,0.380252101,0.525362319,0.338461538,0.392857143,0.295081967,0.43956044,0.630597015,0.627118644,0.502793296,0.445026178,0.397515528,0.412790698,0.529100529,0.311004785,0.764516129,0.438202247,0.5,0.543478261,0.436111111,0.383886256,0.865882353,0.446280992,0.055288462,0.051401869,0.84494382,0.428571429,0.510638298,0.5
17,,Other candidate,37.20681384,24,13,6,9,1,9,12,2,9,11,6,4,5,17,17,3,12,8,9,8,19,5,9,5,23,0,5,3
17,,,0.036206866,0.050420168,0.023550725,0.046153846,0.045918367,0.016393443,0.024725275,0.044776119,0.033898305,0.05027933,0.057591623,0.037267081,0.023255814,0.026455026,0.027113238,0.05483871,0.033707865,0.074074074,0.028985507,0.025,0.037914692,0.044705882,0.041322314,0.021634615,0.011682243,0.051685393,0,0.106382979,0.051724138
17,,Will not vote,19.94779714,9,11,1,3,1,10,5,1,4,2,4,4,1,7,8,4,3,2,9,5,9,2,9,2,8,3,4,1
17,,,0.019411692,0.018907563,0.019927536,0.007692308,0.015306122,0.016393443,0.027472527,0.018656716,0.016949153,0.022346369,0.010471204,0.02484472,0.023255814,0.005291005,0.011164274,0.025806452,0.04494382,0.018518519,0.007246377,0.025,0.023696682,0.021176471,0.016528926,0.021634615,0.004672897,0.017977528,0.142857143,0.085106383,0.017241379
17,,Don't know,55.9858811,22,34,7,4,6,25,10,2,4,6,18,7,9,26,17,12,6,23,17,3,13,17,12,18,15,3,4,5
17,,,0.054481239,0.046218487,0.061594203,0.053846154,0.020408163,0.098360656,0.068681319,0.037313433,0.033898305,0.022346369,0.031413613,0.111801242,0.040697674,0.047619048,0.041467305,0.05483871,0.134831461,0.037037037,0.083333333,0.047222222,0.014218009,0.030588235,0.140495868,0.028846154,0.042056075,0.033707865,0.142857143,0.085106383,0.086206897
18,"If the 2020 presidential election were held today, how would you vote if the candidates were Republican Donald Trump and Democrat Kamala Harris?",Trump,451.5323502,243,209,72,102,34,163,78,18,70,90,67,88,79,391,31,30,57,99,175,113,15,45,370,388,24,6,10,20
18,,,0.439397245,0.511578947,0.377938517,0.553846154,0.523076923,0.548387097,0.449035813,0.291044776,0.305084746,0.393258427,0.473684211,0.416149068,0.517647059,0.417989418,0.622611465,0.100323625,0.333333333,0.351851852,0.358695652,0.484764543,0.538095238,0.035211268,0.371900826,0.893719807,0.906542056,0.053932584,0.3,0.208333333,0.344827586
18,,Harris,461.7100581,182,280,43,77,20,161,161,37,95,84,64,69,90,182,237,42,87,148,148,77,370,48,20,20,378,6,20,28
18,,,0.449301423,0.383157895,0.506329114,0.330769231,0.394871795,0.322580645,0.443526171,0.600746269,0.627118644,0.533707865,0.442105263,0.397515528,0.405882353,0.476190476,0.289808917,0.766990291,0.466666667,0.537037037,0.536231884,0.409972299,0.366666667,0.868544601,0.396694215,0.048309179,0.046728972,0.849438202,0.3,0.416666667,0.482758621
18,,Other candidate,40.71635083,21,20,6,5,2,12,16,0,5,8,12,5,9,23,15,3,6,11,14,9,15,12,10,6,19,4,7,4
18,,,0.039622083,0.044210526,0.036166365,0.046153846,0.025641026,0.032258065,0.033057851,0.059701493,0,0.028089888,0.042105263,0.074534161,0.029411765,0.047619048,0.036624204,0.048543689,0.033333333,0.037037037,0.039855072,0.038781163,0.042857143,0.035211268,0.099173554,0.024154589,0.014018692,0.042696629,0.2,0.145833333,0.068965517
18,,Will not vote,28.03521146,10,18,2,6,1,12,5,1,7,2,4,4,3,14,8,6,6,2,12,6,10,3,10,3,11,3,7,1
18,,,0.027281754,0.021052632,0.032549729,0.015384615,0.030769231,0.016129032,0.033057851,0.018656716,0.016949153,0.039325843,0.010526316,0.02484472,0.023529412,0.015873016,0.022292994,0.025889968,0.066666667,0.037037037,0.007246377,0.033240997,0.028571429,0.023474178,0.024793388,0.024154589,0.007009346,0.024719101,0.15,0.145833333,0.017241379
18,,Don't know,45.62364702,19,26,7,5,5,15,8,3,1,6,14,4,8,18,18,9,6,16,12,5,16,13,4,11,13,1,4,5
18,,,0.044397494,0.04,0.047016275,0.053846154,0.025641026,0.080645161,0.041322314,0.029850746,0.050847458,0.005617978,0.031578947,0.086956522,0.023529412,0.042328042,0.02866242,0.058252427,0.1,0.037037037,0.057971014,0.033240997,0.023809524,0.037558685,0.107438017,0.009661836,0.025700935,0.029213483,0.05,0.083333333,0.086206897
19,"Turning to the election for U.S. Senate in Georgia, if the election were held today would you vote for Republican David Perdue, his Democratic opponent, or does it depend on who the Democratic opponent is?",Perdue,360.2386228,191,170,60,78,31,128,61,20,55,68,59,70,52,310,28,23,45,69,136,105,13,29,305,310,17,3,14,11
19,,,0.350557072,0.401260504,0.307414105,0.461538462,0.4,0.508196721,0.35359116,0.22761194,0.338983051,0.308988764,0.356020942,0.364197531,0.406976744,0.275132275,0.492063492,0.090322581,0.255555556,0.277777778,0.249097473,0.375690608,0.495283019,0.030516432,0.237704918,0.734939759,0.724299065,0.038116592,0.15,0.291666667,0.186440678
19,,Democratic opponent,217.0867595,83,134,23,40,3,71,80,17,43,40,28,32,44,101,100,17,33,53,81,49,199,5,2,3,181,2,15,12
19,,,0.21125247,0.174369748,0.242314647,0.176923077,0.205128205,0.049180328,0.196132597,0.298507463,0.288135593,0.241573034,0.209424084,0.172839506,0.186046512,0.232804233,0.16031746,0.322580645,0.188888889,0.203703704,0.19133574,0.223756906,0.231132075,0.46713615,0.040983607,0.004819277,0.007009346,0.405829596,0.1,0.3125,0.203389831
19,,Depends on who the Democratic opponent is,418.6024831,185,234,43,73,26,153,121,19,78,79,69,65,86,204,174,41,84,138,135,57,209,79,101,107,236,14,17,31
19,,,0.407352381,0.388655462,0.423146474,0.330769231,0.374358974,0.426229508,0.422651934,0.451492537,0.322033898,0.438202247,0.413612565,0.425925926,0.377906977,0.455026455,0.323809524,0.561290323,0.455555556,0.518518519,0.498194946,0.372928177,0.268867925,0.490610329,0.647540984,0.243373494,0.25,0.529147982,0.7,0.354166667,0.525423729
19,,Other candidate,5.877307352,3,3,0,1,0,2,2,1,0,3,0,0,2,3,1,1,0,5,1,1,2,2,1,1,3,1,0,1
19,,,0.005719352,0.006302521,0.005424955,0,0.005128205,0,0.005524862,0.007462687,0.016949153,0,0.015706806,0,0,0.010582011,0.004761905,0.003225806,0.011111111,0,0.018050542,0.002762431,0.004716981,0.004694836,0.016393443,0.002409639,0.002336449,0.006726457,0.05,0,0.016949153
19,,Will not vote,2.822599316,0,3,0,0,0,2,0,1,0,0,0,2,0,1,2,1,0,2,1,0,0,0,2,0,2,0,1,1
19,,,0.002746741,0,0.005424955,0,0,0,0.005524862,0,0.016949153,0,0,0,0.011627907,0,0.001587302,0.006451613,0.011111111,0,0.007220217,0.002762431,0,0,0,0.004819277,0,0.004484305,0,0.020833333,0.016949153
19,,Don't know,22.98984551,14,9,4,3,1,6,4,1,2,1,6,3,5,11,5,7,0,10,8,0,3,7,4,7,7,0,1,3
19,,,0.022371985,0.029411765,0.016274864,0.030769231,0.015384615,0.016393443,0.016574586,0.014925373,0.016949153,0.011235955,0.005235602,0.037037037,0.01744186,0.026455026,0.017460317,0.016129032,0.077777778,0,0.036101083,0.022099448,0,0.007042254,0.057377049,0.009638554,0.01635514,0.015695067,0,0.020833333,0.050847458
20,"As you may know, the House of Representatives has begun a formal impeachment inquiry to determine whether or not to bring impeachment charges against President Trump. Do you approve or disapprove of this impeachment inquiry?",Approve,551.2790869,234,318,56,90,22,199,181,40,104,97,91,78,110,234,269,48,96,176,178,97,399,66,52,39,411,13,35,38
20,,,0.53646325,0.491596639,0.576086957,0.430769231,0.461538462,0.35483871,0.546703297,0.675373134,0.677966102,0.581005587,0.510526316,0.565217391,0.456140351,0.578947368,0.372611465,0.870550162,0.533333333,0.592592593,0.637681159,0.493074792,0.45971564,0.936619718,0.545454545,0.125,0.090909091,0.923595506,0.619047619,0.729166667,0.655172414
20,,Disapprove,456.0441176,229,227,66,104,39,162,85,18,74,89,69,91,78,388,34,34,63,95,178,112,24,52,357,384,32,8,12,16
20,,,0.443787757,0.481092437,0.411231884,0.507692308,0.533333333,0.629032258,0.445054945,0.317164179,0.305084746,0.413407821,0.468421053,0.428571429,0.532163743,0.410526316,0.617834395,0.110032362,0.377777778,0.388888889,0.344202899,0.493074792,0.530805687,0.056338028,0.429752066,0.858173077,0.895104895,0.071910112,0.380952381,0.25,0.275862069
20,,Don't know,0.202944131,13,7,8,1,1,3,2,1,1,4,1,2,2,6,6,8,3,5,5,2,3,3,7,6,2,0,1,4
20,,,0.019748993,0.027310924,0.012681159,0.061538462,0.005128205,0.016129032,0.008241758,0.007462687,0.016949153,0.005586592,0.021052632,0.00621118,0.011695906,0.010526316,0.00955414,0.019417476,0.088888889,0.018518519,0.018115942,0.013850416,0.009478673,0.007042254,0.024793388,0.016826923,0.013986014,0.004494382,0,0.020833333,0.068965517
21,"Based on what you know at this point, do you think that Donald Trump should or should not be impeached and removed from office?",Yes,478.1109176,196,282,50,86,18,162,160,39,92,84,79,69,87,175,260,43,81,145,162,88,372,49,31,19,383,7,25,31
21,,,0.465261503,0.412631579,0.50994575,0.381679389,0.441025641,0.3,0.445054945,0.594795539,0.661016949,0.516853933,0.442105263,0.487654321,0.401162791,0.457894737,0.279106858,0.841423948,0.472527473,0.5,0.523465704,0.448753463,0.41509434,0.875294118,0.401639344,0.074519231,0.044392523,0.860674157,0.35,0.520833333,0.543859649
21,,No,487.1870748,254,234,71,108,40,179,88,18,83,91,72,95,89,415,34,38,69,111,185,114,26,62,374,402,35,10,17,17
21,,,0.474093735,0.534736842,0.423146474,0.541984733,0.553846154,0.666666667,0.491758242,0.327137546,0.305084746,0.466292135,0.478947368,0.444444444,0.552325581,0.468421053,0.661881978,0.110032362,0.417582418,0.425925926,0.400722022,0.512465374,0.537735849,0.061176471,0.508196721,0.899038462,0.939252336,0.078651685,0.5,0.354166667,0.298245614
21,,Don't know,62.31962519,25,37,10,1,2,23,21,2,3,15,11,8,14,37,15,10,12,21,14,10,27,11,11,7,27,3,6,9
21,,,0.060644761,0.052631579,0.066907776,0.076335878,0.005128205,0.033333333,0.063186813,0.078066914,0.033898305,0.016853933,0.078947368,0.067901235,0.046511628,0.073684211,0.059011164,0.048543689,0.10989011,0.074074074,0.075812274,0.038781163,0.047169811,0.063529412,0.090163934,0.026442308,0.01635514,0.060674157,0.15,0.125,0.157894737
22,"Do you support or oppose Medicare for All,which is a system that will eliminate all private health insurance companies, and where all Americans, not just older ones, get health insurance through the government's Medicare system?",Support,412.3485785,183,229,53,81,23,151,102,32,92,77,64,58,61,174,190,48,99,128,130,52,267,58,58,68,272,7,23,29
22,,,0.401266552,0.385263158,0.414855072,0.407692308,0.415384615,0.37704918,0.415977961,0.380597015,0.551724138,0.51396648,0.407407407,0.397515528,0.339181287,0.321052632,0.277070064,0.614886731,0.533333333,0.611111111,0.463768116,0.359116022,0.246445498,0.628235294,0.475409836,0.139759036,0.158878505,0.611235955,0.333333333,0.469387755,0.5
22,,Oppose,541.6287808,260,282,69,96,35,190,149,22,71,96,86,105,120,410,98,33,54,131,208,143,119,59,338,340,140,12,25,18
22,,,0.5270723,0.547368421,0.510869565,0.530769231,0.492307692,0.573770492,0.523415978,0.555970149,0.379310345,0.396648045,0.507936508,0.534161491,0.614035088,0.631578947,0.652866242,0.317152104,0.366666667,0.333333333,0.474637681,0.574585635,0.677725118,0.28,0.483606557,0.814457831,0.794392523,0.314606742,0.571428571,0.510204082,0.310344828
22,,Don't know,73.64025834,32,41,8,18,3,22,17,4,16,16,11,8,9,44,21,9,9,17,24,16,39,5,19,20,33,2,1,11
22,,,0.071661148,0.067368421,0.074275362,0.061538462,0.092307692,0.049180328,0.060606061,0.063432836,0.068965517,0.089385475,0.084656085,0.068322981,0.046783626,0.047368421,0.070063694,0.067961165,0.1,0.055555556,0.061594203,0.066298343,0.075829384,0.091764706,0.040983607,0.045783133,0.046728972,0.074157303,0.095238095,0.020408163,0.189655172
23,Do you favor or oppose banning assault rifles like the AR-15 and the AK-47?,Support,520.2654387,189,331,43,88,17,195,175,29,97,95,76,80,111,274,209,37,72,137,197,108,326,57,106,105,341,5,25,30
23,,,0.506283106,0.397894737,0.599637681,0.328244275,0.451282051,0.274193548,0.537190083,0.652985075,0.5,0.54494382,0.502645503,0.469135802,0.470588235,0.584210526,0.436305732,0.676375405,0.406593407,0.444444444,0.496376812,0.545706371,0.511848341,0.765258216,0.47107438,0.255421687,0.245327103,0.766292135,0.238095238,0.520833333,0.517241379
23,,Oppose,464.6140934,264,200,81,101,43,153,86,28,75,87,81,86,73,333,92,40,87,124,156,92,86,58,296,309,90,13,22,26
23,,,0.452127411,0.555789474,0.362318841,0.618320611,0.517948718,0.693548387,0.421487603,0.320895522,0.482758621,0.421348315,0.46031746,0.5,0.505882353,0.384210526,0.530254777,0.297734628,0.43956044,0.537037037,0.449275362,0.432132964,0.436018957,0.201877934,0.479338843,0.713253012,0.721962617,0.202247191,0.619047619,0.458333333,0.448275862
23,,Don't know,42.73808555,22,21,7,6,2,15,7,1,6,7,5,4,6,21,8,14,3,15,8,11,14,6,13,14,14,3,1,2
23,,,0.041589483,0.046315789,0.038043478,0.053435115,0.030769231,0.032258065,0.041322314,0.026119403,0.017241379,0.033707865,0.037037037,0.030864198,0.023529412,0.031578947,0.03343949,0.025889968,0.153846154,0.018518519,0.054347826,0.022160665,0.052132701,0.03286385,0.049586777,0.031325301,0.03271028,0.031460674,0.142857143,0.020833333,0.034482759
24,"Do you think the United States is doing enough to address climate change, doing too much, or do you think more needs to be done to address climate change? ",Doing enough,238.2872037,121,118,41,48,18,84,46,6,33,44,42,51,44,198,27,13,24,58,93,60,15,26,190,196,19,5,10,7
24,,,0.231883144,0.254201681,0.213768116,0.315384615,0.246153846,0.295081967,0.231404959,0.171641791,0.101694915,0.185393258,0.230366492,0.259259259,0.298245614,0.232804233,0.315789474,0.087378641,0.144444444,0.148148148,0.210144928,0.257617729,0.28436019,0.035294118,0.214876033,0.456730769,0.456876457,0.042600897,0.238095238,0.208333333,0.122807018
24,,Doing too much,83.91888849,53,30,17,16,8,33,10,5,13,17,17,13,12,68,8,8,12,18,30,22,7,6,67,69,5,0,2,7
